ObjectID,LochCode,SurfaceArea,AuthID,LochAuth,IslandName,LochName,Price
2172,NS3114,2.5,EAY,East Ayrshire,Mainland,Snipe Loch,5
2173,NS5002,10.2,EAY,East Ayrshire,Mainland,Loch Muck,15
2174,NX5906,1.2,EAY,East Ayrshire,Mainland,Unnamed,5
2175,NS5105,3.5,EAY,East Ayrshire,Mainland,Black Loch,5
2176,NS5210,2,EAY,East Ayrshire,Mainland,Unnamed,5
2177,NS5301,0.4,EAY,East Ayrshire,Mainland,Unnamed,2
2178,NS5405,0.7,EAY,East Ayrshire,Mainland,Unnamed,2
2179,NS4503,9,ERE,East Renfrewshire,Mainland,Caplaw Dam,8
2180,NS7808,4.2,FKK,Falkirk,Mainland,Unnamed,5
2181,NS8606,49.2,FKK,Falkirk,Mainland,Black Loch,15
2182,NS8701,4.2,FKK,Falkirk,Mainland,Unnamed,5
2183,NS6605,22.4,GLA,Glasgow City,Mainland,Hogganfield Loch,15
2184,NS2703,1.1,IVC,Inverclyde,Mainland,Coves Reservoir,5
2185,NS3608,9.2,IVC,Inverclyde,Mainland,Knapps Loch,8
2186,NT3601,0.5,MDT,Midlothian,Mainland,Unnamed,2
2187,NS6724,16.1,NLK,North Lanarkshire,Mainland,Gadloch,15
2188,NS7607,17.3,NLK,North Lanarkshire,Mainland,Lochend Loch,15
2189,NS7703,4.5,NLK,North Lanarkshire,Mainland,Unnamed,5
2190,NS8604,1.4,NLK,North Lanarkshire,Mainland,Unnamed,5
2191,NS8617,0.8,NLK,North Lanarkshire,Mainland,Riven Loch,2
2192,NS8619,0.1,NLK,North Lanarkshire,Mainland,Unnamed,2
2193,NS4602,1,RFR,Renfrewshire,Mainland,Unnamed,5
2194,NS3722,1.5,RFR,Renfrewshire,Mainland,Unnamed,5
2195,NS3723,1.3,RFR,Renfrewshire,Mainland,Unnamed,5
2196,NT6205,0.9,SBD,Scottish Borders,Mainland,Unnamed,2
2197,NT6312,0.6,SBD,Scottish Borders,Mainland,Unnamed,2
2198,NT2304,3.4,SBD,Scottish Borders,Mainland,Loch Eddy,5
2199,NT2405,0.8,SBD,Scottish Borders,Mainland,Unnamed,2
2200,NT6407,2.1,SBD,Scottish Borders,Mainland,Unnamed,5
2201,NT6502,0.6,SBD,Scottish Borders,Mainland,Unnamed,2
2202,NT6603,0.2,SBD,Scottish Borders,Mainland,Unnamed,2
2203,NT7102,5.1,SBD,Scottish Borders,Mainland,Whitton Loch,8
2204,NT7203,6.6,SBD,Scottish Borders,Mainland,Wooden Loch,8
2205,NT0304,0.1,SBD,Scottish Borders,Mainland,Unnamed,2
2206,NT7505,8.3,SBD,Scottish Borders,Mainland,Hen Poo,8
2207,NT7603,0.3,SBD,Scottish Borders,Mainland,Unnamed,2
2208,NT8101,4,SBD,Scottish Borders,Mainland,Unnamed,5
2209,NT8504,1,SBD,Scottish Borders,Mainland,Unnamed,5
2210,NT8607,8.9,SBD,Scottish Borders,Mainland,Coldingham Loch,8
2211,NT3101,7,SBD,Scottish Borders,Mainland,Clearburn Loch,8
2212,NT9602,3.1,SBD,Scottish Borders,Mainland,Mire Loch,5
2213,NT3110,53.4,SBD,Scottish Borders,Mainland,Alemoor Reservoir,25
2214,NT3201,0.1,SBD,Scottish Borders,Mainland,Unnamed,2
2215,NT3303,1,SBD,Scottish Borders,Mainland,Unnamed,5
2216,NT4009,0.7,SBD,Scottish Borders,Mainland,Unnamed,2
2217,NT4113,5,SBD,Scottish Borders,Mainland,Williestruther Loch,8
2218,NT1304,1,SBD,Scottish Borders,Mainland,Unnamed,5
2219,NT1502,10.6,SBD,Scottish Borders,Mainland,North Esk Reservoir,15
2220,NT1506,3.4,SBD,Scottish Borders,Mainland,Slipperfield Loch*,5
2221,NT1511,0.4,SBD,Scottish Borders,Mainland,Unnamed,2
2222,NT1512,0.2,SBD,Scottish Borders,Mainland,Unnamed,2
2223,NT4220,7.6,SBD,Scottish Borders,Mainland,Essenside Loch,8
2224,NT4306,0.6,SBD,Scottish Borders,Mainland,Unnamed,2
2225,NT4402,0.2,SBD,Scottish Borders,Mainland,Unnamed,2
2226,NT5001,1.1,SBD,Scottish Borders,Mainland,Unnamed,5
2227,NS6402,0.4,SLK,South Lanarkshire,Mainland,Parkfield Loch,2
2228,NS6504,0.2,SLK,South Lanarkshire,Mainland,Unnamed,2
2229,NS7304,1,SLK,South Lanarkshire,Mainland,Unnamed,5
2230,NS7402,0.6,SLK,South Lanarkshire,Mainland,Unnamed,2
2231,NS7504,3.4,SLK,South Lanarkshire,Mainland,Unnamed,5
2232,NS7525,0.4,SLK,South Lanarkshire,Mainland,Unnamed,2
2233,NT0101,0.9,SLK,South Lanarkshire,Mainland,Unnamed,2
2234,NT0201,3.9,SLK,South Lanarkshire,Mainland,Cowgill Lower Reservoir,5
2235,NT0301,0.6,SLK,South Lanarkshire,Mainland,Unnamed,2
2236,NT0412,0.6,SLK,South Lanarkshire,Mainland,Unnamed,2
2237,NS8101,0.2,SLK,South Lanarkshire,Mainland,Unnamed,2
2238,NS8102,0.1,SLK,South Lanarkshire,Mainland,Unnamed,2
2239,NS8201,0.9,SLK,South Lanarkshire,Mainland,Unnamed,2
2240,NS8307,1.1,SLK,South Lanarkshire,Mainland,Unnamed,5
2241,NS8309,6,SLK,South Lanarkshire,Mainland,Unnamed,8
2242,NS8310,4.8,SLK,South Lanarkshire,Mainland,Unnamed,5
2243,NS8315,2,SLK,South Lanarkshire,Mainland,Unnamed,5
2244,NS8401,0.6,SLK,South Lanarkshire,Mainland,Unnamed,2
2245,NS8414,0.7,SLK,South Lanarkshire,Mainland,Unnamed,2
2246,NS8417,1.3,SLK,South Lanarkshire,Mainland,Unnamed,5
2247,NS8427,9,SLK,South Lanarkshire,Mainland,Unnamed,8
2248,NS8429,0.1,SLK,South Lanarkshire,Mainland,Unnamed,2
2249,NS8518,0.6,SLK,South Lanarkshire,Mainland,Unnamed,2
2250,NS8519,0.2,SLK,South Lanarkshire,Mainland,Unnamed,2
2251,NS8520,0.2,SLK,South Lanarkshire,Mainland,Unnamed,2
2252,NS9001,0.4,SLK,South Lanarkshire,Mainland,Unnamed,2
2253,NS9101,2.5,SLK,South Lanarkshire,Mainland,Unnamed,5
2254,NS9201,1.2,SLK,South Lanarkshire,Mainland,Unnamed,5
2255,NS9302,0.2,SLK,South Lanarkshire,Mainland,Unnamed,2
2256,NS9303,2,SLK,South Lanarkshire,Mainland,Lochlyoch Reservoir,5
2257,NS9307,0.2,SLK,South Lanarkshire,Mainland,Unnamed,2
2258,NS6803,14,STL,Stirling,Mainland,Loch Walton,15
2259,NS4904,0.4,STL,Stirling,Mainland,Unnamed,2
2260,NS4709,48,WDU,West Dunbartonshire,Mainland,Burncrooks Reservoir,15
2261,NS9711,13,WLT,West Lothian,Mainland,Lochcote Reservoir,15
2262,NT0603,0.8,WLT,West Lothian,Mainland,Unnamed,2
2263,NT0705,7.9,WLT,West Lothian,Mainland,Unnamed,8
2264,HY3205,0.6,OKN,Orkney Islands,Mainland Orkney,Loch of Vastray,2
2265,HY6202,1.2,OKN,Orkney Islands,Stronsay,Unnamed,5
2266,HY4204,0.6,OKN,Orkney Islands,Gairsay,Unnamed,2
2267,NB24109,5.6,NEL,Na h-Eileanan an Iar,Lewis,Loch Ordais,8
2268,NF7716,0.2,NEL,Na h-Eileanan an Iar,Vallay,Unnamed,2
2269,NS2807,4.7,AAB,Argyll and Bute,Mainland,Lindowan Reservoir,5
2270,NS2901,2.1,AAB,Argyll and Bute,Mainland,Corran Lochan,5
2271,NS3804,4,AAB,Argyll and Bute,Mainland,Unnamed,5
2272,NS3805,1.5,AAB,Argyll and Bute,Mainland,Unnamed,5
2273,NN1113,26,AAB,Argyll and Bute,Mainland,Dubh Loch,15
2274,NT1912,70.5,FIF,Fife,Mainland,Loch Fitty,25
2275,NT2807,10.5,FIF,Fife,Mainland,Kinghorn Loch,15
2276,NT0804,14.4,FIF,Fife,Mainland,Town Loch,15
2277,NT0908,50.5,FIF,Fife,Mainland,Loch Glow,25
2278,NT2602,6,EDB,City of Edinburgh,Mainland,Clubbiedean Reservoir,8
2279,NT2604,0.2,EDB,City of Edinburgh,Mainland,Unnamed,2
2280,NT2707,1.9,EDB,City of Edinburgh,Mainland,Unnamed,5
2281,NT2710,0.6,EDB,City of Edinburgh,Mainland,Unnamed,2
2282,NT1705,1.2,EDB,City of Edinburgh,Mainland,Unnamed,5
2283,NT5801,0.3,ELO,East Lothian,Mainland,Unnamed,2
2284,NT6704,13,ELO,East Lothian,Mainland,Unnamed,15
2285,NT6801,0.2,ELO,East Lothian,Mainland,Unnamed,2
2286,NT6802,0.9,ELO,East Lothian,Mainland,Unnamed,2
2287,NT7703,0.4,ELO,East Lothian,Mainland,Unnamed,2
2288,NT4601,0.2,ELO,East Lothian,Mainland,Unnamed,2
2289,NT4703,2.2,ELO,East Lothian,Mainland,Unnamed,5
2290,HU4842,0.2,STL,Shetland Islands,Yell,Unnamed,2
2291,NS2501,2,NAY,North Ayrshire,Mainland,Haylie Reservoir,5
2292,NS2602,6,NAY,North Ayrshire,Mainland,Kelly Reservoir,8
2293,NS2603,0.3,NAY,North Ayrshire,Mainland,Blackfield Loch,2
2294,NS3301,4.2,NAY,North Ayrshire,Mainland,Unnamed,5
2295,NS3416,6.1,NAY,North Ayrshire,Mainland,Unnamed,8
2296,NX3806,6.5,DAG,Dumfries and Galloway,Mainland,Kirriereoch Loch,8
2297,NT2001,2.1,DAG,Dumfries and Galloway,Mainland,Moodlaw Loch,5
2298,NY2802,9.1,DAG,Dumfries and Galloway,Mainland,Winterhope Reservoir,8
2299,NY2901,36.5,DAG,Dumfries and Galloway,Mainland,Black Esk Reservoir,15
2300,NY3701,0.1,DAG,Dumfries and Galloway,Mainland,Unnamed,2
2301,NS7001,1.2,DAG,Dumfries and Galloway,Mainland,Unnamed,5
2302,NS7101,0.4,DAG,Dumfries and Galloway,Mainland,Unnamed,2
2303,NX4414,2.3,DAG,Dumfries and Galloway,Mainland,Unnamed,5
2304,NX4503,0.7,DAG,Dumfries and Galloway,Mainland,Unnamed,2
2305,NX4607,2.3,DAG,Dumfries and Galloway,Mainland,Bruntis Loch,5
2306,NX6802,1.5,DAG,Dumfries and Galloway,Mainland,McKay's Loch,5
2307,NX6902,31,DAG,Dumfries and Galloway,Mainland,Kendoon Loch,15
2308,NX7407,0.9,DAG,Dumfries and Galloway,Mainland,Unnamed,2
2309,NX7505,4.2,DAG,Dumfries and Galloway,Mainland,Jordieland Loch,5
2310,NX4709,3.1,DAG,Dumfries and Galloway,Mainland,Black Loch,5
2311,NT0008,3,DAG,Dumfries and Galloway,Mainland,Unnamed,5
2312,NX7702,2,DAG,Dumfries and Galloway,Mainland,Lowes Lochs,5
2313,NX7803,48,DAG,Dumfries and Galloway,Mainland,Loch Urr,15
2314,NX7901,0.8,DAG,Dumfries and Galloway,Mainland,Stroanshalloch Loch,2
2315,NX7902,2.8,DAG,Dumfries and Galloway,Mainland,Troston Loch,5
2316,NX8401,2.6,DAG,Dumfries and Galloway,Mainland,Loch Mackie,5
2317,NW9603,18,DAG,Dumfries and Galloway,Mainland,Unnamed,15
2318,NW9703,0.8,DAG,Dumfries and Galloway,Mainland,Unnamed,2
2319,NS8004,0.8,DAG,Dumfries and Galloway,Mainland,Waddels Loch,2
2320,NX5401,0.9,DAG,Dumfries and Galloway,Mainland,Unnamed,2
2321,NS8106,0.2,DAG,Dumfries and Galloway,Mainland,Unnamed,2
2322,NX0404,0.6,DAG,Dumfries and Galloway,Mainland,Unnamed,2
2323,NX0510,0.3,DAG,Dumfries and Galloway,Mainland,Unnamed,2
2324,NX0601,20.4,DAG,Dumfries and Galloway,Mainland,Loch Connell,15
2325,NX1301,1.5,DAG,Dumfries and Galloway,Mainland,Unnamed,5
2326,NX1515,0.4,DAG,Dumfries and Galloway,Mainland,Unnamed,2
2327,NT1003,0.2,DAG,Dumfries and Galloway,Mainland,Unnamed,2
2328,NX5701,381.6,DAG,Dumfries and Galloway,Mainland,Clatteringshaws Loch,50
2329,NX5815,0.5,DAG,Dumfries and Galloway,Mainland,Unnamed,2
2330,NX5905,0.6,DAG,Dumfries and Galloway,Mainland,Unnamed,2
2331,NX6402,0.2,DAG,Dumfries and Galloway,Mainland,Unnamed,2
2332,NX6403,0.1,DAG,Dumfries and Galloway,Mainland,Unnamed,2
2333,NX1606,49.6,DAG,Dumfries and Galloway,Mainland,Black Loch,15
2334,NX6418,1.5,DAG,Dumfries and Galloway,Mainland,Unnamed,5
2335,NX8511,12.2,DAG,Dumfries and Galloway,Mainland,White Loch,15
2336,NX8604,3.1,DAG,Dumfries and Galloway,Mainland,Edingham Loch,5
2337,NX8608,3.8,DAG,Dumfries and Galloway,Mainland,Unnamed,5
2338,NX8812,1.5,DAG,Dumfries and Galloway,Mainland,Unnamed,5
2339,NX8911,4.2,DAG,Dumfries and Galloway,Mainland,Morton Loch,5
2340,NX6532,0.5,DAG,Dumfries and Galloway,Mainland,Unnamed,2
2341,NX6533,0.8,DAG,Dumfries and Galloway,Mainland,Unnamed,2
2342,NX6614,20.8,DAG,Dumfries and Galloway,Mainland,Bargatton Loch,15
2343,NX9501,0.2,DAG,Dumfries and Galloway,Mainland,Unnamed,2
2344,NX9601,26.6,DAG,Dumfries and Galloway,Mainland,Loch Arthur,15
2345,NX9604,53.4,DAG,Dumfries and Galloway,Mainland,Loch Kindar,25
2346,NX9703,21,DAG,Dumfries and Galloway,Mainland,Lochaber Loch,15
2347,NX9821,3.8,DAG,Dumfries and Galloway,Mainland,Unnamed,5
2348,NX9907,7.5,DAG,Dumfries and Galloway,Mainland,Loch Ettrick,8
2349,NY0602,0.9,DAG,Dumfries and Galloway,Mainland,Unnamed,2
2350,NY0707,0.9,DAG,Dumfries and Galloway,Mainland,Unnamed,2
2351,NX3901,24.6,SAY,South Ayrshire,Mainland,Linfern Loch,15
2352,NS2021,0.3,SAY,South Ayrshire,Mainland,Unnamed,2
2353,NS2029,0.2,SAY,South Ayrshire,Mainland,Unnamed,2
2354,NS2102,2.2,SAY,South Ayrshire,Mainland,Unnamed,5
2355,NS3001,0.4,SAY,South Ayrshire,Mainland,Unnamed,2
2356,NS3002,0.1,SAY,South Ayrshire,Mainland,Unnamed,2
2357,NS4104,0.1,SAY,South Ayrshire,Mainland,Unnamed,2
2358,NS3201,1,SAY,South Ayrshire,Mainland,Unnamed,5
2359,NS3309,1.4,SAY,South Ayrshire,Mainland,Unnamed,5
2360,NS3311,3.5,SAY,South Ayrshire,Mainland,Unnamed,5
2361,NX0701,8,SAY,South Ayrshire,Mainland,Kilantringan Loch,8
2362,NX0801,0.4,SAY,South Ayrshire,Mainland,Unnamed,2
2363,NX1801,5,SAY,South Ayrshire,Mainland,Loch Melemon,8
2364,NX1802,0.2,SAY,South Ayrshire,Mainland,Unnamed,2
2365,NX1905,0.5,SAY,South Ayrshire,Mainland,Unnamed,2
2366,NX2704,1,SAY,South Ayrshire,Mainland,Long Loch,5
2367,NX2706,1.9,SAY,South Ayrshire,Mainland,Black Loch,5
2368,NX2806,0.9,SAY,South Ayrshire,Mainland,Near Eyes Stanks,2
2369,NT4214,11.9,SBD,Scottish Borders,Mainland,Akermoor Loch,15
2370,NR9321,0.1,NAY,North Ayrshire,Arran,Unnamed,2
2371,NT2711,1.1,EDB,City of Edinburgh,Mainland,Dunsapie Loch,5
2372,NS2409,1.4,NAY,North Ayrshire,Mainland,Stevenston or Ashgrove Loch,5
2373,NT1608,17,EDB,City of Edinburgh,Mainland,Threipmuir Reservoir,15
2374,NX0802,0.9,SAY,South Ayrshire,Mainland,Unnamed,2
2375,NX3301,0.4,DAG,Dumfries and Galloway,Mainland,Unnamed,2
2376,NT0905,4.4,FIF,Fife,Mainland,Black Loch,5
2377,NS5507,28.1,ERE,East Renfrewshire,Mainland,Brother Loch,15
2378,NS5508,3.5,ERE,East Renfrewshire,Mainland,Little Loch,5
2379,NT4111,6.2,SBD,Scottish Borders,Mainland,Branxholme Easter Loch,8
2380,NS4004,25.2,EAY,East Ayrshire,Mainland,Bogton Loch,15
2381,NX5601,0.1,DAG,Dumfries and Galloway,Mainland,Coo Lochans,2
2382,NX5602,0.1,DAG,Dumfries and Galloway,Mainland,Coo Lochans,2
2383,NT2907,5,FIF,Fife,Mainland,Camilla Loch,8
2384,NX5516,0.9,DAG,Dumfries and Galloway,Mainland,Unnamed,2
2385,NX5517,0.8,DAG,Dumfries and Galloway,Mainland,Unnamed,2
2386,NS3504,89.1,RFR,Renfrewshire,Mainland,Castle Semple Loch,25
2387,NS3505,81.5,RFR,Renfrewshire,Mainland,Barr Loch,25
2388,NS8809,11.3,FKK,Falkirk,Mainland,Unnamed,15
2389,NY0821,71.9,DAG,Dumfries and Galloway,Mainland,Castle Loch,25
2390,NT1814,4.2,FIF,Fife,Mainland,Unnamed,5
2391,NT8303,13.5,SBD,Scottish Borders,Mainland,Hoselaw Loch,15
2392,NT2712,7.2,EDB,City of Edinburgh,Mainland,Duddingston Loch,8
2393,NS4708,3,WDU,West Dunbartonshire,Mainland,Lily Loch,5
2394,NX2504,19.1,DAG,Dumfries and Galloway,Mainland,Dernaglar Loch,15
2395,NS2707,1.9,IVC,Inverclyde,Mainland,Unnamed,5
2396,NS2711,2.2,IVC,Inverclyde,Mainland,Unnamed,5
2397,NS4803,13.4,WDU,West Dunbartonshire,Mainland,Unnamed,15
2398,NT4501,1.3,MDT,Midlothian,Mainland,Fala Flow,5
2399,NT2514,153.9,MDT,Midlothian,Mainland,Gladhouse Reservoir,50
2400,NT3511,0.5,MDT,Midlothian,Mainland,Unnamed,2
2401,NS9905,60.5,CLM,Clackmannanshire,Mainland,Gartmorn Dam,25
2402,NT7401,7.6,SBD,Scottish Borders,Mainland,Hule Moss,8
2403,NT7402,1.5,SBD,Scottish Borders,Mainland,Unnamed,5
2404,NS3607,2.4,RFR,Renfrewshire,Mainland,Unnamed,5
2405,NT6001,0.1,SBD,Scottish Borders,Mainland,Unnamed,2
2406,NT3106,6.6,SBD,Scottish Borders,Mainland,Kingside Loch,8
2407,NX1805,0.2,SAY,South Ayrshire,Mainland,Unnamed,2
2408,NX6718,29.9,DAG,Dumfries and Galloway,Mainland,Stroan Loch,15
2409,NT4210,0.9,SBD,Scottish Borders,Mainland,Unnamed,2
2410,NT0702,42.1,WLT,West Lothian,Mainland,Linlithgow Loch,15
2411,NX4913,766.6,EAY,East Ayrshire,Mainland,Loch Doon,80
2412,NS4504,0.3,ERE,East Renfrewshire,Mainland,Loch Libo,2
2413,NX3502,11.7,DAG,Dumfries and Galloway,Mainland,Black Loch,15
2414,NS3112,38.1,SAY,South Ayrshire,Mainland,Martnaham Loch,15
2415,NX8708,59.3,DAG,Dumfries and Galloway,Mainland,Milton Loch,25
2416,NX5803,40.2,DAG,Dumfries and Galloway,Mainland,Loch Dungeon,15
2417,NS7902,0.1,STL,Stirling,Mainland,Unnamed,2
2418,NT8701,0.4,SBD,Scottish Borders,Mainland,Unnamed,2
2419,NT4213,1.6,SBD,Scottish Borders,Mainland,Unnamed,5
2420,NT8404,11.8,SBD,Scottish Borders,Mainland,Hirsel Lake,15
2421,NX7616,39.3,DAG,Dumfries and Galloway,Mainland,Carlingwark Loch,15
2422,NT4217,2.5,SBD,Scottish Borders,Mainland,Unnamed,5
2423,NS7605,19.6,NLK,North Lanarkshire,Mainland,Woodend Loch,15
2424,NX6616,63.3,DAG,Dumfries and Galloway,Mainland,Woodhall Loch,25
2425,NT6202,0.8,SBD,Scottish Borders,Mainland,Unnamed,2
2426,NT8202,16.8,SBD,Scottish Borders,Mainland,Yetholm Loch,15
2427,NX1701,0.5,DAG,Dumfries and Galloway,Mainland,Unnamed,2
2428,NT4801,1.1,ELO,East Lothian,Mainland,Unnamed,5
2429,NS7202,0.9,EAY,East Ayrshire,Mainland,Unnamed,2
2430,NS7203,0.7,EAY,East Ayrshire,Mainland,Unnamed,2
2431,NS0202,1.9,NAY,North Ayrshire,Arran,Loch na Leirg,5
2432,NR9201,4.2,NAY,North Ayrshire,Arran,Loch Cnoc an Loch,5
2433,NR9202,0.8,NAY,North Ayrshire,Arran,Unnamed,2
2434,NR9318,0.2,NAY,North Ayrshire,Arran,Unnamed,2
2435,NX2902,45.1,SAY,South Ayrshire,Mainland,Penwhapple Reservoir,15
2436,NX2907,0.7,SAY,South Ayrshire,Mainland,Dinmurchie Loch,2
2437,NS1003,0.1,SAY,South Ayrshire,Mainland,Unnamed,2
2438,NM4601,3.8,HLD,Highland,Mainland,Loch Grigadale,5
2439,NC1341,2,HLD,Highland,Mainland,Unnamed,5
2440,NC1318,3.5,HLD,Highland,Mainland,Lochan na Dubh Leitir,5
2441,NC1320,1.6,HLD,Highland,Mainland,Lochan Torr an Lochain,5
2442,NC1345,0.9,HLD,Highland,Mainland,Unnamed,2
2443,NC1347,1,HLD,Highland,Mainland,Unnamed,5
2444,NC1301,5.5,HLD,Highland,Mainland,Loch a' Mhuillinn,8
2445,NH2807,0.25,HLD,Highland,Mainland,Unnamed,2
2446,NH2809,13,HLD,Highland,Mainland,Loch a' Choire Ghranda,15
2447,NH3701,14,HLD,Highland,Mainland,Gorm Loch,15
2448,NH2707,32,HLD,Highland,Mainland,Loch a' Gharbhrain,15
2449,NN4716,3.5,HLD,Highland,Mainland,Loch Coire Cheap,5
2450,NN4722,15,HLD,Highland,Mainland,Loch an Sgoir,15
2451,NN5702,67,HLD,Highland,Mainland,Loch Pattack,25
2452,NN6402,13.3,PAK,Perth and Kinross,Mainland,Lochan nan Cat,15
2453,NN6404,1.5,PAK,Perth and Kinross,Mainland,Lochan nan Uan*,5
2454,NN1710,9.5,HLD,Highland,Mainland,Lochan Meall an t-Suidhe,8
2455,NN1711,0.2,HLD,Highland,Mainland,Unnamed,2
2456,NN1712,0.2,HLD,Highland,Mainland,Unnamed,2
2457,NH4714,8,HLD,Highland,Mainland,Loch nan Druidean,8
2458,ND0611,2.5,HLD,Highland,Mainland,Lochan Ealach,5
2459,NX4311,0.9,DAG,Dumfries and Galloway,Mainland,Unnamed,2
2460,NH8037,54,HLD,Highland,Mainland,Loch an Eilein,25
2461,NH8038,9.5,HLD,Highland,Mainland,Loch Gamhna,8
2462,NJ0011,57,MRA,Moray,Mainland,Loch Avon,25
2463,NJ0012,0.6,MRA,Moray,Mainland,Unnamed,2
2464,NJ0016,24,ABD,Aberdeenshire,Mainland,Loch Etchachan,15
2465,NJ0017,0.8,ABD,Aberdeenshire,Mainland,Unnamed,2
2466,NN9901,72,HLD,Highland,Mainland,Loch Einich,25
2467,NO0902,0.7,ABD,Aberdeenshire,Mainland,Lochan Uaine,2
2468,NO0905,1.8,ABD,Aberdeenshire,Mainland,Unnamed,5
2469,NH8031,0.25,HLD,Highland,Mainland,Unnamed,2
2470,NH8032,2.5,HLD,Highland,Mainland,Unnamed,5
2471,NJ0106,1.4,HLD,Highland,Mainland,An Lochan Uaine,5
2472,NH9120,9.8,HLD,Highland,Mainland,Loch Mallachie,8
2473,NH9121,40,HLD,Highland,Mainland,Loch Garten,15
2474,NM7601,0.3,HLD,Highland,Mainland,Unnamed,2
2475,NM7602,0.4,HLD,Highland,Mainland,Unnamed,2
2476,NG8201,1.4,HLD,Highland,Mainland,Unnamed,5
2477,NM1505,0.75,AAB,Argyll and Bute,Coll,Unnamed,2
2478,NM1506,0.7,AAB,Argyll and Bute,Coll,Lochan a' Chuirn,2
2479,NM1502,1.9,AAB,Argyll and Bute,Coll,Unnamed,5
2480,NN4805,0.6,HLD,Highland,Mainland,Unnamed,2
2481,NN4806,0.1,HLD,Highland,Mainland,Unnamed,2
2482,NN4807,2.5,HLD,Highland,Mainland,Lochan Uaine,5
2483,NN4809,7.5,HLD,Highland,Mainland,Lochan a Choire,8
2484,NH8802,6,HLD,Highland,Mainland,Loch nan Tunnag,8
2485,NH8803,2,HLD,Highland,Mainland,Loch nan Tunnag,5
2486,NH8804,2.5,HLD,Highland,Mainland,Loch na Muic,5
2487,NH8805,0.6,HLD,Highland,Mainland,Red Stripe Loch*,2
2488,NH8806,2,HLD,Highland,Mainland,Loch Preas an Uisge,5
2489,NH7818,14,HLD,Highland,Mainland,Loch Evelix,15
2490,NO0413,29.5,PAK,Perth and Kinross,Mainland,Loch of Craiglush,15
2491,NO1402,51.2,PAK,Perth and Kinross,Mainland,Loch of Clunie,25
2492,NO1403,71.1,PAK,Perth and Kinross,Mainland,Loch of Drumellie or Marlee Loch,25
2493,NC3605,3.5,HLD,Highland,Mainland,Loch Lanlish,5
2494,NC3606,10,HLD,Highland,Mainland,Loch Croispol,15
2495,NC3607,35,HLD,Highland,Mainland,Loch Borralie,15
2496,NC3608,24,HLD,Highland,Mainland,Loch Caladail,15
2497,HU4961,5.7,STL,Shetland Islands,Yell,Loch of Windhouse,8
2498,NR3508,1,AAB,Argyll and Bute,Islay,Loch Airigh Dhaibhaidh,5
2499,NR3514,0.3,AAB,Argyll and Bute,Islay,Unnamed,2
2500,HZ2701,0.2,STL,Shetland Islands,Fair Isle,Unnamed,2
2501,HZ2702,0.1,STL,Shetland Islands,Fair Isle,Unnamed,2
2502,NR2607,1.25,AAB,Argyll and Bute,Islay,Unnamed,5
2503,NR2608,0.25,AAB,Argyll and Bute,Islay,Unnamed,2
2504,NR2610,0.1,AAB,Argyll and Bute,Islay,Unnamed,2
2505,NC3402,25,HLD,Highland,Mainland,Loch Dionard,15
2506,NC3406,42,HLD,Highland,Mainland,Loch na Tuadh,15
2507,NC3409,30,HLD,Highland,Mainland,Loch an Easain Uaine,15
2508,NC3410,5,HLD,Highland,Mainland,An Dubh-loch,8
2509,NC3414,4.6,HLD,Highland,Mainland,Lochan Ulbha,5
2510,NC3415,2.2,HLD,Highland,Mainland,Unnamed,5
2511,NC3416,6.5,HLD,Highland,Mainland,Lochan na Faoileige,8
2512,NC3417,14,HLD,Highland,Mainland,Loch na Seilge,15
2513,NC2406,3.5,HLD,Highland,Mainland,Unnamed,5
2514,NC2407,20,HLD,Highland,Mainland,Blarloch Mor,15
2515,NC2408,8,HLD,Highland,Mainland,Loch Cul Uidh an Tuim,8
2516,NC2449,17.5,HLD,Highland,Mainland,Loch an Nighe Leathaid,15
2517,NC3452,0.5,HLD,Highland,Mainland,Unnamed,2
2518,NC3453,0.25,HLD,Highland,Mainland,Unnamed,2
2519,NC3454,0.9,HLD,Highland,Mainland,Unnamed,2
2520,NC3503,3,HLD,Highland,Mainland,Lochan Sgeireach,5
2521,NC3504,5,HLD,Highland,Mainland,Unnamed,8
2522,NC3508,0.3,HLD,Highland,Mainland,Unnamed,2
2523,NC2413,31,HLD,Highland,Mainland,Loch a' Garbh-bhaid Mor,15
2524,NC2414,3,HLD,Highland,Mainland,Unnamed,5
2525,NC2415,2.5,HLD,Highland,Mainland,Unnamed,5
2526,NC2416,2.5,HLD,Highland,Mainland,Unnamed,5
2527,NC2417,2.5,HLD,Highland,Mainland,Unnamed,5
2528,NC2508,16,HLD,Highland,Mainland,Loch Tarbhaidh,15
2529,NC2509,1.8,HLD,Highland,Mainland,Lochain Dubha,5
2530,NC3510,1,HLD,Highland,Mainland,Unnamed,5
2531,NC3511,2,HLD,Highland,Mainland,Unnamed,5
2532,NC3513,0.4,HLD,Highland,Mainland,Unnamed,2
2533,NC3515,1.8,HLD,Highland,Mainland,Unnamed,5
2534,NC25139,1.4,HLD,Highland,Mainland,Unnamed,5
2535,NC25141,0.2,HLD,Highland,Mainland,Unnamed,2
2536,NC25143,1,HLD,Highland,Mainland,Unnamed,5
2537,NC25144,0.8,HLD,Highland,Mainland,Unnamed,2
2538,NC25145,1,HLD,Highland,Mainland,Unnamed,5
2539,NC25161,2,HLD,Highland,Mainland,Lochain Dubha,5
