ObjectID,LochCode,SurfaceArea,AuthID,LochAuth,IslandName,LochName,Price
2540,NC25186,0.9,HLD,Highland,Mainland,Unnamed,2
2541,NC25187,0.2,HLD,Highland,Mainland,Unnamed,2
2542,NC25188,1.8,HLD,Highland,Mainland,Unnamed,5
2543,NC25189,3.5,HLD,Highland,Mainland,Unnamed,5
2544,NC25190,0.4,HLD,Highland,Mainland,Unnamed,2
2545,NC25200,0.1,HLD,Highland,Mainland,Unnamed,2
2546,NC25201,0.1,HLD,Highland,Mainland,Unnamed,2
2547,NC2521,10,HLD,Highland,Mainland,Lochan Cul na Creige,15
2548,NC2522,55,HLD,Highland,Mainland,Loch na Claise Carnaich,25
2549,NC2523,9,HLD,Highland,Mainland,Loch an Eas Ghairbh,8
2550,NC2531,16,HLD,Highland,Mainland,Mathair a' Gharbh Uilt,15
2551,NC2542,0.7,HLD,Highland,Mainland,Unnamed,2
2552,NX3715,0.1,DAG,Dumfries and Galloway,Mainland,Dow Lochs,2
2553,NN1502,13,HLD,Highland,Mainland,Loch Achtriochtan,15
2554,NN1503,0.2,HLD,Highland,Mainland,Unnamed,2
2555,NN1504,0.1,HLD,Highland,Mainland,Unnamed,2
2556,NN1505,0.2,HLD,Highland,Mainland,Unnamed,2
2557,HY1001,0.4,OKN,Orkney Islands,Hoy,Loch of Grutfea,2
2558,HY2001,3.8,OKN,Orkney Islands,Hoy,Sandy Loch,5
2559,HY2002,0.2,OKN,Orkney Islands,Mainland Orkney,South Dam*,2
2560,ND2801,0.6,OKN,Orkney Islands,Hoy,Loch of Torness*,2
2561,ND2802,0.3,OKN,Orkney Islands,Hoy,Loomi Shuns,2
2562,ND2803,0.3,OKN,Orkney Islands,Hoy,Loomi Shuns,2
2563,ND2804,0.4,OKN,Orkney Islands,Hoy,Loomi Shuns,2
2564,ND2901,1,OKN,Orkney Islands,Hoy,Berry Lochs,5
2565,ND2903,61,OKN,Orkney Islands,Hoy,Heldale Water,25
2566,ND2905,3,OKN,Orkney Islands,Hoy,Sands Water,5
2567,ND2906,1.4,OKN,Orkney Islands,Hoy,Water of Hoy,5
2568,ND29112,1,OKN,Orkney Islands,Hoy,Berry Lochs,5
2569,NC2144,0.4,HLD,Highland,Mainland,Unnamed,2
2570,NC2103,7.5,HLD,Highland,Mainland,Loch Mhaolach-coire,8
2571,NH8009,0.2,HLD,Highland,Mainland,Unnamed,2
2572,NH8010,0.6,HLD,Highland,Mainland,Unnamed,2
2573,NH8012,0.5,HLD,Highland,Mainland,Unnamed,2
2574,NH8013,2.2,HLD,Highland,Mainland,Unnamed,5
2575,NH8014,0.1,HLD,Highland,Mainland,Unnamed,2
2576,NH8015,2.1,HLD,Highland,Mainland,Unnamed,5
2577,NH8017,1.8,HLD,Highland,Mainland,Unnamed,5
2578,NH8018,124,HLD,Highland,Mainland,Loch Insh,50
2579,NH8019,0.4,HLD,Highland,Mainland,Unnamed,2
2580,NH8020,0.2,HLD,Highland,Mainland,Unnamed,2
2581,NH8021,2,HLD,Highland,Mainland,Unnamed,5
2582,NH8022,0.3,HLD,Highland,Mainland,Unnamed,2
2583,NH8041,1.5,HLD,Highland,Mainland,Unnamed,5
2584,NH8042,0.3,HLD,Highland,Mainland,Unnamed,2
2585,NH8043,3,HLD,Highland,Mainland,Unnamed,5
2586,NH8044,0.4,HLD,Highland,Mainland,Unnamed,2
2587,NH7007,2.2,HLD,Highland,Mainland,Unnamed,5
2588,NH7009,1.2,HLD,Highland,Mainland,Unnamed,5
2589,NH7010,0.01,HLD,Highland,Mainland,Unnamed,2
2590,NG7811,3.4,HLD,Highland,Mainland,Loch na Feithe Dirich,5
2591,NG7915,3,HLD,Highland,Mainland,Unnamed,5
2592,NC6615,1.3,HLD,Highland,Mainland,Lochan Drum an Duin,5
2593,NC0005,19,HLD,Highland,Mainland,Loch Bad na h-Achlaise,15
2594,NC0114,4,HLD,Highland,Mainland,Lochan Sal,5
2595,NC0119,26,HLD,Highland,Mainland,Loch Buine Moire,15
2596,NC0126,0.6,HLD,Highland,Mainland,Unnamed,2
2597,NC0127,4.5,HLD,Highland,Mainland,Unnamed,5
2598,NC0128,20,HLD,Highland,Mainland,Loch Call an Uidhean,15
2599,NC0129,0.5,HLD,Highland,Mainland,Unnamed,2
2600,NC0137,5,HLD,Highland,Mainland,Loch na Dail,8
2601,NC0138,2,HLD,Highland,Mainland,Unnamed,5
2602,NC0139,18,HLD,Highland,Mainland,Loch Uidh Tarraigean,15
2603,NC0140,5,HLD,Highland,Mainland,Polly Lochs,8
2604,NC0159,264,HLD,Highland,Mainland,Loch Bad a' Ghaill,50
2605,NC1003,7,HLD,Highland,Mainland,Loch nan Ealachan,8
2606,NC1004,0.7,HLD,Highland,Mainland,Unnamed,2
2607,NC1005,14,HLD,Highland,Mainland,Lochan an Ais,15
2608,NC1009,3.5,HLD,Highland,Mainland,Lochan Fada,5
2609,NC1010,3,HLD,Highland,Mainland,Clar Loch Beag,5
2610,NC1013,10,HLD,Highland,Mainland,Clar Loch Mor,15
2611,NC1014,2.5,HLD,Highland,Mainland,Unnamed,5
2612,NC1016,5,HLD,Highland,Mainland,Unnamed,8
2613,NC1022,3,HLD,Highland,Mainland,Loch Dhonnachaidh,5
2614,NC0101,7,HLD,Highland,Mainland,Loch Rubha na Breige,8
2615,NC0102,4,HLD,Highland,Mainland,Loch an Arbhair,5
2616,NC0103,6,HLD,Highland,Mainland,Loch a' Choin,8
2617,NC0105,4,HLD,Highland,Mainland,Lochan Fada,5
2618,NC0162,1,HLD,Highland,Mainland,Unnamed,5
2619,NC1158,240.9,HLD,Highland,Mainland,Loch Veyatie,50
2620,NX2601,3.2,DAG,Dumfries and Galloway,Mainland,Eldrig Loch,5
2621,NX1902,0.8,SAY,South Ayrshire,Mainland,Loch of Lochton,2
2622,NB3211,18,NEL,Na h-Eileanan an Iar,Lewis,Loch Foid,15
2623,NB3212,0.25,NEL,Na h-Eileanan an Iar,Lewis,Unnamed,2
2624,NB3213,0.25,NEL,Na h-Eileanan an Iar,Lewis,Unnamed,2
2625,NB3214,0.25,NEL,Na h-Eileanan an Iar,Lewis,Unnamed,2
2626,NB3374,0.65,NEL,Na h-Eileanan an Iar,Lewis,Unnamed,2
2627,NB5401,6,NEL,Na h-Eileanan an Iar,Lewis,Loch Scarrasdale,8
2628,NB55198,0.35,NEL,Na h-Eileanan an Iar,Lewis,Unnamed,2
2629,NB55199,0.2,NEL,Na h-Eileanan an Iar,Lewis,Unnamed,2
2630,NB55200,0.2,NEL,Na h-Eileanan an Iar,Lewis,Unnamed,2
2631,NB55201,0.2,NEL,Na h-Eileanan an Iar,Lewis,Unnamed,2
2632,NM8301,14,AAB,Argyll and Bute,Lismore,Loch Fiart,15
2633,NM8404,10,AAB,Argyll and Bute,Lismore,Loch Baile a' Ghobhainn,15
2634,NG9719,911.7,HLD,Highland,Mainland,Fionn Loch,80
2635,NL9419,96,AAB,Argyll and Bute,Tiree,Loch a' Phuill,25
2636,NH6709,8,HLD,Highland,Mainland,Loch Achnacloich,8
2637,NR3905,9.5,AAB,Argyll and Bute,Colonsay,Unnamed,8
2638,NR3909,8,AAB,Argyll and Bute,Colonsay,Unnamed,8
2639,NR3910,13,AAB,Argyll and Bute,Colonsay,Loch Fada,15
2640,NS3902,8.2,STL,Stirling,Mainland,Dubh Lochan,8
2641,NG9631,5,HLD,Highland,Mainland,Loch Bhanamhoir,8
2642,NG9646,1,HLD,Highland,Mainland,Loch Allt an Daraich,5
2643,NG9647,1,HLD,Highland,Mainland,Unnamed,5
2644,NG9735,2875,HLD,Highland,Mainland,Loch Maree,120
2645,NG9746,1.5,HLD,Highland,Mainland,Lochan on L. Maree Island,5
2646,NG9747,2.5,HLD,Highland,Mainland,Lochan on L. Maree Island,5
2647,NG9748,1.8,HLD,Highland,Mainland,Lochan on L. Maree Island,5
2648,NG9749,2.3,HLD,Highland,Mainland,Lochan on L. Maree Island,5
2649,NF9721,3.5,NEL,Na h-Eileanan an Iar,Keallasay More,Unnamed,5
2650,NF9722,0.25,NEL,Na h-Eileanan an Iar,Keallasay More,Unnamed,2
2651,NF9723,0.2,NEL,Na h-Eileanan an Iar,Keallasay More,Unnamed,2
2652,NF9738,0.9,NEL,Na h-Eileanan an Iar,Keallasay Beg,Unnamed,2
2653,NF9739,0.9,NEL,Na h-Eileanan an Iar,Keallasay Beg,Unnamed,2
2654,NF9740,0.6,NEL,Na h-Eileanan an Iar,Keallasay Beg,Unnamed,2
2655,HY2205,33,OKN,Orkney Islands,Mainland Orkney,Loch of Isbister,15
2656,HY2206,0.9,OKN,Orkney Islands,Mainland Orkney,The Loons,2
2657,HY2207,2,OKN,Orkney Islands,Mainland Orkney,The Loons,5
2658,HY2208,0.5,OKN,Orkney Islands,Mainland Orkney,Unnamed,2
2659,HY2212,0.9,OKN,Orkney Islands,Mainland Orkney,Unnamed,2
2660,HY2216,0.4,OKN,Orkney Islands,Mainland Orkney,The Loons,2
2661,HY2228,0.2,OKN,Orkney Islands,Mainland Orkney,Unnamed,2
2662,ND3509,35,HLD,Highland,Mainland,Loch of Wester,15
2663,NH6201,142,HLD,Highland,Mainland,Loch Ruthven,50
2664,NH5501,84,HLD,Highland,Mainland,Loch Ussie,25
2665,ND2507,362,HLD,Highland,Mainland,Loch Watten,50
2666,NJ3606,1.1,MRA,Moray,Mainland,Unnamed,5
2667,NX4823,37.2,DAG,Dumfries and Galloway,Mainland,Loch Valley,15
2668,NX4826,3.6,DAG,Dumfries and Galloway,Mainland,Loch Narroch,5
2669,NT1102,30.5,DAG,Dumfries and Galloway,Mainland,Loch Skeen,15
2670,NT1103,0.1,DAG,Dumfries and Galloway,Mainland,Unnamed,2
2671,NJ0410,1.2,MRA,Moray,Mainland,Unnamed,5
2672,NJ0411,0.4,MRA,Moray,Mainland,Unnamed,2
2673,NG6109,0.2,HLD,Highland,Skye,Unnamed,2
2674,NG6110,1,HLD,Highland,Skye,Loch Dubh nan Breac,5
2675,NG6111,0.4,HLD,Highland,Skye,Unnamed,2
2676,NG6113,0.3,HLD,Highland,Skye,Unnamed,2
2677,NG6220,0.15,HLD,Highland,Skye,Unnamed,2
2678,NG6222,1.8,HLD,Highland,Skye,Loch an Droma Bhain,5
2679,NG6223,6.8,HLD,Highland,Skye,Lochain Dubha,8
2680,NG6224,4.5,HLD,Highland,Skye,Unnamed,5
2681,NG6225,3,HLD,Highland,Skye,Unnamed,5
2682,NG6226,0.8,HLD,Highland,Skye,Unnamed,2
2683,NG6227,0.3,HLD,Highland,Skye,Unnamed,2
2684,NG6228,2.6,HLD,Highland,Skye,Loch Airigh na Saorach,5
2685,NH5544,0.2,HLD,Highland,Mainland,Unnamed,2
2686,NH5545,0.5,HLD,Highland,Mainland,Unnamed,2
2687,NH5546,0.1,HLD,Highland,Mainland,Unnamed,2
2688,NH5547,0.4,HLD,Highland,Mainland,Unnamed,2
2689,NH5531,0.25,HLD,Highland,Mainland,Unnamed,2
2690,NH5532,0.25,HLD,Highland,Mainland,Unnamed,2
2691,NH5539,0.2,HLD,Highland,Mainland,Unnamed,2
2692,NH5540,0.1,HLD,Highland,Mainland,Unnamed,2
2693,NH5541,0.1,HLD,Highland,Mainland,Unnamed,2
2694,NO1902,0.2,ABD,Aberdeenshire,Mainland,Unnamed,2
2695,NO4902,24,ABD,Aberdeenshire,Mainland,Loch Kinord,15
2696,NJ4018,38,ABD,Aberdeenshire,Mainland,Loch Davan,15
2697,NM6320,2,AAB,Argyll and Bute,Mull,Crun Lochan,5
2698,NM7302,10,AAB,Argyll and Bute,Mull,Loch a' Ghleannain,15
2699,NA9116,0.2,NEL,Na h-Eileanan an Iar,Harris,Unnamed,2
2700,NA9117,0.15,NEL,Na h-Eileanan an Iar,Harris,Unnamed,2
2701,NB0048,6.5,NEL,Na h-Eileanan an Iar,Harris,Lochan Beag,8
2702,NB0067,1.2,NEL,Na h-Eileanan an Iar,Harris,Loch a' Mhuilinn,5
2703,NB01159,31,NEL,Na h-Eileanan an Iar,Harris,Loch na Cleavag,15
2704,NB01165,52,NEL,Na h-Eileanan an Iar,Harris,Loch a' Ghlinne,25
2705,NB01175,4.5,NEL,Na h-Eileanan an Iar,Harris,Loch Maolaig,5
2706,NB01176,7,NEL,Na h-Eileanan an Iar,Harris,Loch Ashavat,8
2707,NB11101,0.2,NEL,Na h-Eileanan an Iar,Harris,Unnamed,2
2708,NB11102,0.2,NEL,Na h-Eileanan an Iar,Harris,Unnamed,2
2709,NB11103,9,NEL,Na h-Eileanan an Iar,Harris,Loch Chleistir,8
2710,NB11144,6,NEL,Na h-Eileanan an Iar,Harris,Lochan Fheoir,8
2711,NB11150,0.2,NEL,Na h-Eileanan an Iar,Harris,Unnamed,2
2712,NB1171,21,NEL,Na h-Eileanan an Iar,Harris,Loch Voshimid,15
2713,NB1172,0.25,NEL,Na h-Eileanan an Iar,Harris,Unnamed,2
2714,NF7662,1.6,NEL,Na h-Eileanan an Iar,Baleshare,Loch Mhic Coan,5
2715,NF7667,1.6,NEL,Na h-Eileanan an Iar,Baleshare,Unnamed,5
2716,NF6701,1.1,NEL,Na h-Eileanan an Iar,North Uist,Unnamed,5
2717,NF6702,0.7,NEL,Na h-Eileanan an Iar,North Uist,Unnamed,2
2718,NF7723,9,NEL,Na h-Eileanan an Iar,North Uist,Loch Grogary,8
2719,NF7725,4.8,NEL,Na h-Eileanan an Iar,North Uist,Loch na Reivil,5
2720,NF7726,14,NEL,Na h-Eileanan an Iar,North Uist,Loch nam Feithean,15
2721,NF7717,0.25,NEL,Na h-Eileanan an Iar,Vallay,Unnamed,2
2722,NF86419,0.4,NEL,Na h-Eileanan an Iar,North Uist,Unnamed,2
2723,NN2421,15,HLD,Highland,Mainland,Loch Buidhe,15
2724,NN2422,0.2,HLD,Highland,Mainland,Unnamed,2
2725,NN2514,0.1,HLD,Highland,Mainland,Unnamed,2
2726,NN2516,17,HLD,Highland,Mainland,Lochan Mathair Eite,15
2727,NN2518,0.2,HLD,Highland,Mainland,Unnamed,2
2728,NN3401,27.2,HLD,Highland,Mainland,Lochan na Stainge,15
2729,NN3407,0.1,HLD,Highland,Mainland,Unnamed,2
2730,NN3408,278.7,HLD,Highland,Mainland,Loch Ba,50
2731,NN3413,72.4,HLD,Highland,Mainland,Lochan na h-Achlaise,25
2732,NN3524,0.2,HLD,Highland,Mainland,Unnamed,2
2733,NN3525,0.2,HLD,Highland,Mainland,Unnamed,2
2734,NN3531,23,HLD,Highland,Mainland,Lochan Gaineamhach,15
2735,NN3538,0.7,HLD,Highland,Mainland,Unnamed,2
2736,NN3556,1.2,HLD,Highland,Mainland,Unnamed,5
2737,NN2410,0.2,HLD,Highland,Mainland,Unnamed,2
2738,NN2414,0.9,HLD,Highland,Mainland,Unnamed,2
2739,NN2415,0.6,HLD,Highland,Mainland,Unnamed,2
2740,NR1501,0.15,AAB,Argyll and Bute,Islay,Unnamed,2
2741,NR1502,2,AAB,Argyll and Bute,Islay,Unnamed,5
2742,NR2601,11,AAB,Argyll and Bute,Islay,Loch Corr,15
2743,NO1806,28.5,ABD,Aberdeenshire,Mainland,Loch Callater,15
2744,NO4903,2.5,ABD,Aberdeenshire,Mainland,Unnamed,5
2745,NC6305,563,HLD,Highland,Mainland,Loch Naver,80
2746,NC6201,296,HLD,Highland,Mainland,Loch Choire,50
2747,NC3202,69,HLD,Highland,Mainland,Gorm Loch Mor,25
2748,NC3203,40,HLD,Highland,Mainland,Fionn Loch Mor,15
2749,NC3204,15,HLD,Highland,Mainland,Fionn Loch Beag,15
2750,NC3271,0.4,HLD,Highland,Mainland,Unnamed,2
2751,NC3279,0.25,HLD,Highland,Mainland,Unnamed,2
2752,NC3104,105,HLD,Highland,Mainland,Loch Ailsh,50
2753,NN7701,37,PAK,Perth and Kinross,Mainland,Loch an Duin,15
2754,NH9009,117,HLD,Highland,Mainland,Loch Morlich,50
2755,NN7809,19.5,HLD,Highland,Mainland,Loch Bhrodainn,15
2756,NN6905,3.5,HLD,Highland,Mainland,Lochain Uvie,5
2757,NN6906,2,HLD,Highland,Mainland,Unnamed,5
2758,NN6908,0.8,HLD,Highland,Mainland,Unnamed,2
2759,NN6301,2629.1,PAK,Perth and Kinross,Mainland,Loch Tay,120
2760,NN5505,1887.8,PAK,Perth and Kinross,Mainland,Loch Rannoch,100
2761,NN4207,19.5,STL,Stirling,Mainland,Loch Dochart,15
2762,NN4214,57.6,STL,Stirling,Mainland,Loch Iubhair,25
2763,NN5002,77.1,STL,Stirling,Mainland,Loch Achray,25
2764,NN5103,241.3,STL,Stirling,Mainland,Loch Lubnaig,50
2765,NN4103,51,STL,Stirling,Mainland,Loch Doine,25
2766,NN4104,218.8,STL,Stirling,Mainland,Loch Voil,50
2767,NT2101,40.5,SBD,Scottish Borders,Mainland,Loch of the Lowes,15
2768,NT2201,250.9,SBD,Scottish Borders,Mainland,St Mary's Loch,50
2769,HU38103,3.4,STL,Shetland Islands,Mainland Shetland,Swabie Water,5
2770,HU38108,5.6,STL,Shetland Islands,Mainland Shetland,Maadle Swankie,8
2771,HU38119,4.3,STL,Shetland Islands,Mainland Shetland,Mill Lochs of Sandvoe,5
2772,HU38124,47.7,STL,Shetland Islands,Mainland Shetland,Roer Water,15
2773,HU3813,0.9,STL,Shetland Islands,Mainland Shetland,Unnamed,2
2774,HU38133,2.2,STL,Shetland Islands,Mainland Shetland,Mill Lochs of Sandvoe,5
2775,HU38144,0.25,STL,Shetland Islands,Mainland Shetland,Unnamed,2
2776,HU38240,1.1,STL,Shetland Islands,Mainland Shetland,Mill Lochs of Sandvoe,5
2777,HU3837,0.9,STL,Shetland Islands,Mainland Shetland,Unnamed,2
2778,HU3881,25.2,STL,Shetland Islands,Mainland Shetland,Muckle Lunga Water,15
2779,NK0202,3,ABD,Aberdeenshire,Mainland,Cotehill Loch,5
2780,NK0204,4,ABD,Aberdeenshire,Mainland,Sand Loch,5
2781,NG4222,0.05,HLD,Highland,Skye,Unnamed,2
2782,NG4203,0.25,HLD,Highland,Skye,Unnamed,2
2783,NG4204,0.3,HLD,Highland,Skye,Unnamed,2
2784,NG4205,1.2,HLD,Highland,Skye,Loch Dubh,5
2785,NG4212,2.5,HLD,Highland,Skye,Lochan Dubha,5
2786,NG4213,2.8,HLD,Highland,Skye,Unnamed,5
2787,NG4223,0.02,HLD,Highland,Skye,Unnamed,2
2788,NG4224,0.02,HLD,Highland,Skye,Unnamed,2
2789,NG4325,1.9,HLD,Highland,Skye,Loch nan Eilean,5
2790,NG4327,1,HLD,Highland,Skye,Unnamed,5
2791,NG4329,2.7,HLD,Highland,Skye,Loch Caol,5
2792,NG4331,0.05,HLD,Highland,Skye,Unnamed,2
2793,NG4201,0.7,HLD,Highland,Skye,Unnamed,2
2794,NG4202,0.7,HLD,Highland,Skye,Unnamed,2
2795,NG4309,0.3,HLD,Highland,Skye,Unnamed,2
2796,NG4310,0.25,HLD,Highland,Skye,Unnamed,2
2797,NG4311,0.9,HLD,Highland,Skye,Unnamed,2
2798,NG4312,0.25,HLD,Highland,Skye,Unnamed,2
2799,NG4313,0.8,HLD,Highland,Skye,Unnamed,2
2800,NG4314,1.9,HLD,Highland,Skye,Loch a' Sgath,5
2801,NG4315,0.5,HLD,Highland,Skye,Unnamed,2
2802,NG4316,0.5,HLD,Highland,Skye,Unnamed,2
2803,NG4317,0.4,HLD,Highland,Skye,Unnamed,2
2804,NG4318,0.3,HLD,Highland,Skye,Unnamed,2
2805,NG4320,0.5,HLD,Highland,Skye,Unnamed,2
2806,NG4321,0.4,HLD,Highland,Skye,Unnamed,2
2807,NG4322,2.8,HLD,Highland,Skye,Loch Mor na Caiplaich,5
2808,NG4323,0.4,HLD,Highland,Skye,Unnamed,2
2809,NG4324,0.3,HLD,Highland,Skye,Unnamed,2
2810,NG4326,0.6,HLD,Highland,Skye,Unnamed,2
2811,NG4330,0.25,HLD,Highland,Skye,Unnamed,2
2812,NF7252,7.8,NEL,Na h-Eileanan an Iar,South Uist,Loch na Liana Moire,8
2813,NF7260,3.2,NEL,Na h-Eileanan an Iar,South Uist,Loch na Cuithe Moire,5
2814,NF7297,3,NEL,Na h-Eileanan an Iar,South Uist,Loch na Tanga,5
2815,NF7299,35,NEL,Na h-Eileanan an Iar,South Uist,Loch Hallan,15
2816,NF7201,6.6,NEL,Na h-Eileanan an Iar,South Uist,Loch Ardvule,8
2817,NF7375,37,NEL,Na h-Eileanan an Iar,South Uist,West Loch Ollay,15
2818,NF73105,32,NEL,Na h-Eileanan an Iar,South Uist,Mid Loch Ollay,15
2819,NF73110,16,NEL,Na h-Eileanan an Iar,South Uist,Loch Toronish,15
2820,NF7329,14,NEL,Na h-Eileanan an Iar,South Uist,Loch an Eilean,15
2821,NF7333,8,NEL,Na h-Eileanan an Iar,South Uist,Schoolhouse Loch,8
2822,NF7340,9.8,NEL,Na h-Eileanan an Iar,South Uist,Loch a' Phuirt Ruaidh,8
2823,NF7342,13,NEL,Na h-Eileanan an Iar,South Uist,Loch Roag,15
2824,NF7344,7.2,NEL,Na h-Eileanan an Iar,South Uist,Loch a' Chnoic Bhuidhe,8
2825,NF7371,31,NEL,Na h-Eileanan an Iar,South Uist,Loch Fada,15
2826,NF7303,35,NEL,Na h-Eileanan an Iar,South Uist,Grogarry Loch,15
2827,NF7312,38,NEL,Na h-Eileanan an Iar,South Uist,Loch Stilligarry,15
2828,NF7477,6.2,NEL,Na h-Eileanan an Iar,South Uist,Loch nam Balgan,8
2829,NG5104,1,HLD,Highland,Skye,Loch nan Learg,5
2830,NG6101,14,HLD,Highland,Skye,Loch Lonachan,15
2831,NG6221,30,HLD,Highland,Skye,Loch Cill Chriosd,15
2832,NH1202,1.2,HLD,Highland,Mainland,Unnamed,5
2833,NH1203,1,HLD,Highland,Mainland,Loch Pollain Buidhe,5
2834,NH2201,0.7,HLD,Highland,Mainland,Coire Loch,2
2835,NH2202,4.5,HLD,Highland,Mainland,Loch Innis Gheamhraidh,5
2836,NH2203,0.8,HLD,Highland,Mainland,Loch an Amair,2
2837,NH2204,1,HLD,Highland,Mainland,Loch an Gabhlach,5
2838,NH2205,4,HLD,Highland,Mainland,Loch Carn na Glas-leitire,5
2839,NH2206,7.5,HLD,Highland,Mainland,Loch an Eang,8
2840,NH1206,0.9,HLD,Highland,Mainland,Unnamed,2
2841,NH1210,6,HLD,Highland,Mainland,Loch Coulavie,8
2842,NH1211,6,HLD,Highland,Mainland,Loch na Camaig,8
2843,NH3302,1.5,HLD,Highland,Mainland,Loch an Airigh Fhraoich,5
2844,NH3401,1.5,HLD,Highland,Mainland,Loch na Beiste,5
2845,NH2302,46,HLD,Highland,Mainland,Loch a' Mhuilidh,15
2846,NM7614,0.6,HLD,Highland,Mainland,Dubh Lochain,2
2847,NM7615,0.4,HLD,Highland,Mainland,Unnamed,2
2848,NM6656,1.6,HLD,Highland,Mainland,Unnamed,5
2849,NM6657,1.8,HLD,Highland,Mainland,Lochan na Bracha,5
2850,NM5629,0.3,HLD,Highland,Mainland,Lochan Poll an Dubhaidh,2
2851,NR7614,1.1,AAB,Argyll and Bute,Mainland,Loch a' Bharra Leathain,5
2852,NR7805,10.9,AAB,Argyll and Bute,Mainland,Lochan Taynish,15
2853,NR7803,35.9,AAB,Argyll and Bute,Mainland,Loch Coille-Bharr,15
2854,NR7903,5.1,AAB,Argyll and Bute,Mainland,Loch Barnluasgan,8
2855,NR7905,18,AAB,Argyll and Bute,Mainland,Loch Linne,15
2856,NR7801,3,AAB,Argyll and Bute,Mainland,Unnamed,5
2857,NR6701,1.2,AAB,Argyll and Bute,Danna,Unnamed,5
2858,NR6702,1.9,AAB,Argyll and Bute,Danna,Unnamed,5
2859,NR7836,0.1,AAB,Argyll and Bute,Mainland,Unnamed,2
2860,NR7835,0.1,AAB,Argyll and Bute,Mainland,Unnamed,2
2861,HU2818,1.1,STL,Shetland Islands,Mainland Shetland,Dandy's Water,5
2862,HU2840,0.25,STL,Shetland Islands,Mainland Shetland,Horse Lochs,2
2863,NM0419,0.3,AAB,Argyll and Bute,Tiree,Loch nam Braoileagan*,2
2864,NL9402,0.4,AAB,Argyll and Bute,Tiree,Loch Earblaig*,2
2865,NL9403,44,AAB,Argyll and Bute,Tiree,Loch Bhasapoll,15
2866,NG4603,0.2,HLD,Highland,Skye,Unnamed,2
2867,NG4604,1.8,HLD,Highland,Skye,Loch Fada,5
2868,NG4608,3,HLD,Highland,Skye,Loch Leum na Luirginn,5
2869,NG4609,2.6,HLD,Highland,Skye,Loch Cleat,5
2870,NG4612,2.6,HLD,Highland,Skye,Loch Corcasgil,5
2871,NG4613,3,HLD,Highland,Skye,Loch Dubhar-sgoth,5
2872,NG4702,0.7,HLD,Highland,Skye,Loch Droighinn,2
2873,NG4705,2,HLD,Highland,Skye,Loch Hasco,5
2874,NG5501,0.7,HLD,Highland,Skye,Loch Scamadal,2
2875,NG5502,0.25,HLD,Highland,Skye,Unnamed,2
2876,NN8611,0.9,PAK,Perth and Kinross,Mainland,Unnamed,2
2877,NT4110,3,SBD,Scottish Borders,Mainland,Branxholme Wester Loch,5
2878,HU4712,6.6,STL,Shetland Islands,Yell,Mussel Loch,8
2879,NO8903,0.9,ABD,Aberdeenshire,Mainland,Unnamed,2
2880,NH2716,45,HLD,Highland,Mainland,Loch Droma,15
2881,NH1739,32,HLD,Highland,Mainland,Loch a' Mhadaidh,15
2882,NR3803,0.25,AAB,Argyll and Bute,Oronsay,Unnamed,2
2883,NB1304,3.2,NEL,Na h-Eileanan an Iar,Lewis,Loch na Berie,5
2884,NX1403,1.9,DAG,Dumfries and Galloway,Mainland,Unnamed,5
2885,HU6903,8.1,STL,Shetland Islands,Fetlar,Skutes Water,8
2886,HU6908,1.3,STL,Shetland Islands,Fetlar,Waters of Cruss,5
2887,HU6909,0.6,STL,Shetland Islands,Fetlar,Waters of Cruss,2
2888,NC4131,5.5,HLD,Highland,Mainland,Lochan a' Choire,8
2889,NC4147,37,HLD,Highland,Mainland,Loch Sgeireach,15
2890,NC5001,18,HLD,Highland,Mainland,Loch na Caillich,15
2891,NC5002,2,HLD,Highland,Mainland,Unnamed,5
2892,NC5007,0.5,HLD,Highland,Mainland,Unnamed,2
2893,NC4012,8.5,HLD,Highland,Mainland,Loch an Rasail,8
2894,NC4025,23,HLD,Highland,Mainland,Loch na Fuaralaich,15
2895,NC4104,2,HLD,Highland,Mainland,Unnamed,5
2896,NC7119,1,HLD,Highland,Mainland,Loch a' Chrioslaich,5
2897,NC7120,0.6,HLD,Highland,Mainland,Unnamed,2
2898,NC4202,1.3,HLD,Highland,Mainland,Suil a' Ghriama,5
2899,NC4203,4,HLD,Highland,Mainland,Loch Strath Duchally,5
2900,NC7201,15,HLD,Highland,Mainland,Gorm-loch Beag,15
2901,NC7202,36,HLD,Highland,Mainland,Gorm-loch Mor,15
2902,NC7213,1.2,HLD,Highland,Mainland,Unnamed,5
2903,NC7217,0.5,HLD,Highland,Mainland,Unnamed,2
2904,NC4205,2.5,HLD,Highland,Mainland,Loch an Fheoir,5
2905,NC4206,18,HLD,Highland,Mainland,Loch an Ulbhaidh,15
2906,NC4207,5.5,HLD,Highland,Mainland,Loch Poll a' Phac,8
2907,NC4208,14.5,HLD,Highland,Mainland,Loch Eileanach,15
2908,NC4209,0.8,HLD,Highland,Mainland,Unnamed,2
2909,NC4210,6,HLD,Highland,Mainland,Loch Camasach,8
2910,NC4274,6,HLD,Highland,Mainland,Loch an Alaskie,8
2911,NC4283,0.6,HLD,Highland,Mainland,Lochan near Loch an Fheoir,2
2912,NC5205,2,HLD,Highland,Mainland,Loch an Fheoir,5
2913,NC5206,2.5,HLD,Highland,Mainland,Loch Gaineamhach,5
2914,NC5207,1.5,HLD,Highland,Mainland,Unnamed,5
